Id,linkedin_id,platform,company,platform_job_id,platform_link
79,4185220560,Lever,scribd,e75bb74e-ffb1-4058-81c9-dca99c6e4fda,https://jobs.lever.co/scribd/e75bb74e-ffb1-4058-81c9-dca99c6e4fda/apply
80,4185262728,lensa,lensa,3ae951962b634cadab1db037f35bf95atjo1,https://lensa.com/cgw/3ae951962b634cadab1db037f35bf95atjo1
81,4188135322,Workday,workiva,Senior-Analytics-Engineer_R9569,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Senior-Analytics-Engineer_R9569
82,4185244307,ycombinator,www,JgUbavE-senior-software-engineer,https://www.ycombinator.com/companies/thera/jobs/JgUbavE-senior-software-engineer
83,4188141613,Ashby,luma-ai,c248d8ff-a8de-44cb-83ff-c6845f3848a2,https://jobs.ashbyhq.com/luma-ai/c248d8ff-a8de-44cb-83ff-c6845f3848a2
84,4188153859,relanto,relanto,80012,https://relanto.keka.com/careers/jobdetails/80012
85,4185607883,tatatechnologies,tatatechnologies,candidate,https://tatatechnologies.ripplehire.com/candidate/
86,4183943759,Greenhouse,abodo,6526002,https://job-boards.greenhouse.io/abodo/jobs/6526002
87,4185262745,lensa,lensa,424d87fa84614eb9abf4a432ab16021ctjo1,https://lensa.com/cgw/424d87fa84614eb9abf4a432ab16021ctjo1
88,4188219499,Greenhouse,drweng,5510899,https://boards.greenhouse.io/drweng/jobs/5510899
89,4188131819,Workday,workiva,Senior-Software-Engineer---Sustainability_R10051,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Senior-Software-Engineer---Sustainability_R10051
90,4188145740,Workday,navexglobal,Senior-Staff-Software-Engineer_R5701,https://navexglobal.wd5.myworkdayjobs.com/NAVEX/job/Hybrid-Lake-Oswego-OR/Senior-Staff-Software-Engineer_R5701
91,4188145017,Ashby,luma-ai,7e0221c2-91f1-464b-806b-6f7c9b671e39,https://jobs.ashbyhq.com/luma-ai/7e0221c2-91f1-464b-806b-6f7c9b671e39
92,4188154655,relanto,relanto,80020,https://relanto.keka.com/careers/jobdetails/80020
93,4185652203,Greenhouse,carta,6082132003,https://job-boards.greenhouse.io/carta/jobs/6082132003
